"GroupNumber","FilePath","FileName","FileSize","LastModified","Hash"
"5428","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000005.jpg","00000005.jpg","27.50 KB","15/10/2024 10:24:39 pm","1d55cfae27355963f91f998f1094f6bf"
"5428","C:\Users\louie\Documents\Project\Capstone\Images\00000005.jpg","00000005.jpg","27.50 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5429","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001417.jpg","00001417.jpg","27.10 KB","15/10/2024 10:25:00 pm","1d55cfae27355963f91f998f1094f6bf"
"5429","C:\Users\louie\Documents\Project\Capstone\Images\00001417.jpg","00001417.jpg","27.10 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5430","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Course 2 - PGC AIML Foundations Programming Refresher\IPYNB\Lesson_05_Demo.ipynb","Lesson_05_Demo.ipynb","826.60 KB","10/3/2024 2:59:53 pm","1d55cfae27355963f91f998f1094f6bf"
"5430","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Course 3 - PGC AIML - Python for Data Science (IBM)\IPYNB\Lesson_05_Demo.ipynb","Lesson_05_Demo.ipynb","826.60 KB","9/3/2024 4:24:45 pm","1d55cfae27355963f91f998f1094f6bf"
"5431","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003446.jpg","00003446.jpg","24.60 KB","15/10/2024 10:25:30 pm","1d55cfae27355963f91f998f1094f6bf"
"5431","C:\Users\louie\Documents\Project\Capstone\Images\00003446.jpg","00003446.jpg","24.60 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5432","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001304.jpg","00001304.jpg","28.85 KB","15/10/2024 10:24:58 pm","1d55cfae27355963f91f998f1094f6bf"
"5432","C:\Users\louie\Documents\Project\Capstone\Images\00001304.jpg","00001304.jpg","28.85 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5433","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002433.jpg","00002433.jpg","24.09 KB","15/10/2024 10:25:15 pm","1d55cfae27355963f91f998f1094f6bf"
"5433","C:\Users\louie\Documents\Project\Capstone\Images\00002433.jpg","00002433.jpg","24.09 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5434","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003352.jpg","00003352.jpg","25.78 KB","15/10/2024 10:25:29 pm","1d55cfae27355963f91f998f1094f6bf"
"5434","C:\Users\louie\Documents\Project\Capstone\Images\00003352.jpg","00003352.jpg","25.78 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5435","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000391.jpg","00000391.jpg","28.63 KB","15/10/2024 10:24:45 pm","1d55cfae27355963f91f998f1094f6bf"
"5435","C:\Users\louie\Documents\Project\Capstone\Images\00000391.jpg","00000391.jpg","28.63 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5436","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\io\formats\csvs.py","csvs.py","10.28 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"5436","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\io\formats\csvs.py","csvs.py","10.28 KB","16/4/2025 5:38:57 pm","1d55cfae27355963f91f998f1094f6bf"
"5437","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001026.jpg","00001026.jpg","26.13 KB","15/10/2024 10:24:54 pm","1d55cfae27355963f91f998f1094f6bf"
"5437","C:\Users\louie\Documents\Project\Capstone\Images\00001026.jpg","00001026.jpg","26.13 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5438","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001146.jpg","00001146.jpg","16.46 KB","15/10/2024 10:24:56 pm","1d55cfae27355963f91f998f1094f6bf"
"5438","C:\Users\louie\Documents\Project\Capstone\Images\00001146.jpg","00001146.jpg","16.46 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5439","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005300.jpg","00005300.jpg","23.89 KB","15/10/2024 10:25:58 pm","1d55cfae27355963f91f998f1094f6bf"
"5439","C:\Users\louie\Documents\Project\Capstone\Images\00005300.jpg","00005300.jpg","23.89 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"5440","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004959.jpg","00004959.jpg","32.67 KB","15/10/2024 10:25:53 pm","1d55cfae27355963f91f998f1094f6bf"
"5440","C:\Users\louie\Documents\Project\Capstone\Images\00004959.jpg","00004959.jpg","32.67 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5441","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005289.jpg","00005289.jpg","10.67 KB","15/10/2024 10:25:58 pm","1d55cfae27355963f91f998f1094f6bf"
"5441","C:\Users\louie\Documents\Project\Capstone\Images\00005289.jpg","00005289.jpg","10.67 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"5442","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001282.jpg","00001282.jpg","20.53 KB","15/10/2024 10:24:58 pm","1d55cfae27355963f91f998f1094f6bf"
"5442","C:\Users\louie\Documents\Project\Capstone\Images\00001282.jpg","00001282.jpg","20.53 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5443","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\tests\io\parser\test_parse_dates.py","test_parse_dates.py","68.10 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"5443","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\tests\io\parser\test_parse_dates.py","test_parse_dates.py","68.10 KB","16/4/2025 5:38:58 pm","1d55cfae27355963f91f998f1094f6bf"
"5444","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003462.jpg","00003462.jpg","28.40 KB","15/10/2024 10:25:31 pm","1d55cfae27355963f91f998f1094f6bf"
"5444","C:\Users\louie\Documents\Project\Capstone\Images\00003462.jpg","00003462.jpg","28.40 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5445","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002392.jpg","00002392.jpg","24.09 KB","15/10/2024 10:25:15 pm","1d55cfae27355963f91f998f1094f6bf"
"5445","C:\Users\louie\Documents\Project\Capstone\Images\00002392.jpg","00002392.jpg","24.09 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5446","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002421.jpg","00002421.jpg","18.11 KB","15/10/2024 10:25:15 pm","1d55cfae27355963f91f998f1094f6bf"
"5446","C:\Users\louie\Documents\Project\Capstone\Images\00002421.jpg","00002421.jpg","18.11 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5447","C:\Users\louie\Documents\GitProject\PCSO Predictions\.mypy_cache\3.10\pickle.data.json","pickle.data.json","34.83 KB","16/4/2025 5:48:09 pm","1d55cfae27355963f91f998f1094f6bf"
"5447","C:\Users\louie\Documents\GitProject\TinMBA\.mypy_cache\3.10\pickle.data.json","pickle.data.json","34.83 KB","19/7/2025 4:38:21 pm","1d55cfae27355963f91f998f1094f6bf"
"5448","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log.csv","umath-validation-set-log.csv","11.68 KB","21/7/2024 3:49:58 pm","1d55cfae27355963f91f998f1094f6bf"
"5448","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\numpy\_core\tests\data\umath-validation-set-log.csv","umath-validation-set-log.csv","11.68 KB","16/4/2025 5:38:50 pm","1d55cfae27355963f91f998f1094f6bf"
"5449","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003271.jpg","00003271.jpg","24.05 KB","15/10/2024 10:25:28 pm","1d55cfae27355963f91f998f1094f6bf"
"5449","C:\Users\louie\Documents\Project\Capstone\Images\00003271.jpg","00003271.jpg","24.05 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5450","C:\Users\louie\Documents\GitProject\PCSO Predictions\.mypy_cache\3.10\matplotlib\offsetbox.data.json","offsetbox.data.json","114.12 KB","22/4/2025 5:42:19 pm","1d55cfae27355963f91f998f1094f6bf"
"5450","C:\Users\louie\Documents\GitProject\TinMBA\.mypy_cache\3.10\matplotlib\offsetbox.data.json","offsetbox.data.json","114.12 KB","19/7/2025 5:00:41 pm","1d55cfae27355963f91f998f1094f6bf"
"5451","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002747.jpg","00002747.jpg","21.86 KB","15/10/2024 10:25:19 pm","1d55cfae27355963f91f998f1094f6bf"
"5451","C:\Users\louie\Documents\Project\Capstone\Images\00002747.jpg","00002747.jpg","21.86 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5452","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003484.jpg","00003484.jpg","23.86 KB","15/10/2024 10:25:31 pm","1d55cfae27355963f91f998f1094f6bf"
"5452","C:\Users\louie\Documents\Project\Capstone\Images\00003484.jpg","00003484.jpg","23.86 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5453","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003154.jpg","00003154.jpg","42.29 KB","15/10/2024 10:25:26 pm","1d55cfae27355963f91f998f1094f6bf"
"5453","C:\Users\louie\Documents\Project\Capstone\Images\00003154.jpg","00003154.jpg","42.29 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5454","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003470.jpg","00003470.jpg","24.66 KB","15/10/2024 10:25:31 pm","1d55cfae27355963f91f998f1094f6bf"
"5454","C:\Users\louie\Documents\Project\Capstone\Images\00003470.jpg","00003470.jpg","24.66 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5455","C:\Users\louie\Documents\GitProject\PCSO Predictions\.mypy_cache\3.10\tempfile.data.json","tempfile.data.json","182.83 KB","22/4/2025 5:42:00 pm","1d55cfae27355963f91f998f1094f6bf"
"5455","C:\Users\louie\Documents\GitProject\TinMBA\.mypy_cache\3.10\tempfile.data.json","tempfile.data.json","182.83 KB","19/7/2025 4:58:50 pm","1d55cfae27355963f91f998f1094f6bf"
"5456","C:\Users\louie\Documents\GitProject\.mypy_cache\3.12\matplotlib\text.data.json","text.data.json","87.33 KB","1/2/2025 1:28:09 pm","1d55cfae27355963f91f998f1094f6bf"
"5456","C:\Users\louie\Documents\GitProject\Toto-Predictions\.mypy_cache\3.12\matplotlib\text.data.json","text.data.json","87.33 KB","3/2/2025 4:37:52 pm","1d55cfae27355963f91f998f1094f6bf"
"5457","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\tests\series\methods\test_fillna.py","test_fillna.py","39.05 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"5457","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\tests\series\methods\test_fillna.py","test_fillna.py","39.05 KB","16/4/2025 5:38:58 pm","1d55cfae27355963f91f998f1094f6bf"
"5458","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001957.jpg","00001957.jpg","31.54 KB","15/10/2024 10:25:08 pm","1d55cfae27355963f91f998f1094f6bf"
"5458","C:\Users\louie\Documents\Project\Capstone\Images\00001957.jpg","00001957.jpg","31.54 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5459","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002552.jpg","00002552.jpg","20.33 KB","15/10/2024 10:25:17 pm","1d55cfae27355963f91f998f1094f6bf"
"5459","C:\Users\louie\Documents\Project\Capstone\Images\00002552.jpg","00002552.jpg","20.33 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5460","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002801.jpg","00002801.jpg","31.92 KB","15/10/2024 10:25:20 pm","1d55cfae27355963f91f998f1094f6bf"
"5460","C:\Users\louie\Documents\Project\Capstone\Images\00002801.jpg","00002801.jpg","31.92 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5461","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001247.jpg","00001247.jpg","20.95 KB","15/10/2024 10:24:58 pm","1d55cfae27355963f91f998f1094f6bf"
"5461","C:\Users\louie\Documents\Project\Capstone\Images\00001247.jpg","00001247.jpg","20.95 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5462","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002579.jpg","00002579.jpg","17.92 KB","15/10/2024 10:25:17 pm","1d55cfae27355963f91f998f1094f6bf"
"5462","C:\Users\louie\Documents\Project\Capstone\Images\00002579.jpg","00002579.jpg","17.92 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5463","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000245.jpg","00000245.jpg","33.70 KB","15/10/2024 10:24:43 pm","1d55cfae27355963f91f998f1094f6bf"
"5463","C:\Users\louie\Documents\Project\Capstone\Images\00000245.jpg","00000245.jpg","33.70 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5464","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001377.jpg","00001377.jpg","18.25 KB","15/10/2024 10:24:59 pm","1d55cfae27355963f91f998f1094f6bf"
"5464","C:\Users\louie\Documents\Project\Capstone\Images\00001377.jpg","00001377.jpg","18.25 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5465","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000330.jpg","00000330.jpg","29.34 KB","15/10/2024 10:24:44 pm","1d55cfae27355963f91f998f1094f6bf"
"5465","C:\Users\louie\Documents\Project\Capstone\Images\00000330.jpg","00000330.jpg","29.34 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5466","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001053.jpg","00001053.jpg","34.17 KB","15/10/2024 10:24:55 pm","1d55cfae27355963f91f998f1094f6bf"
"5466","C:\Users\louie\Documents\Project\Capstone\Images\00001053.jpg","00001053.jpg","34.17 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5467","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\tests\indexes\datetimes\test_date_range.py","test_date_range.py","59.92 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"5467","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\tests\indexes\datetimes\test_date_range.py","test_date_range.py","59.92 KB","16/4/2025 5:38:57 pm","1d55cfae27355963f91f998f1094f6bf"
"5468","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001925.jpg","00001925.jpg","11.34 KB","15/10/2024 10:25:08 pm","1d55cfae27355963f91f998f1094f6bf"
"5468","C:\Users\louie\Documents\Project\Capstone\Images\00001925.jpg","00001925.jpg","11.34 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5469","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004444.jpg","00004444.jpg","11.46 KB","15/10/2024 10:25:45 pm","1d55cfae27355963f91f998f1094f6bf"
"5469","C:\Users\louie\Documents\Project\Capstone\Images\00004444.jpg","00004444.jpg","11.46 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5470","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002903.jpg","00002903.jpg","29.75 KB","15/10/2024 10:25:22 pm","1d55cfae27355963f91f998f1094f6bf"
"5470","C:\Users\louie\Documents\Project\Capstone\Images\00002903.jpg","00002903.jpg","29.75 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5471","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000727.jpg","00000727.jpg","31.27 KB","15/10/2024 10:24:50 pm","1d55cfae27355963f91f998f1094f6bf"
"5471","C:\Users\louie\Documents\Project\Capstone\Images\00000727.jpg","00000727.jpg","31.27 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5472","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000638.jpg","00000638.jpg","31.91 KB","15/10/2024 10:24:48 pm","1d55cfae27355963f91f998f1094f6bf"
"5472","C:\Users\louie\Documents\Project\Capstone\Images\00000638.jpg","00000638.jpg","31.91 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5473","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004541.jpg","00004541.jpg","10.38 KB","15/10/2024 10:25:46 pm","1d55cfae27355963f91f998f1094f6bf"
"5473","C:\Users\louie\Documents\Project\Capstone\Images\00004541.jpg","00004541.jpg","10.38 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5474","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000996.jpg","00000996.jpg","11.34 KB","15/10/2024 10:24:54 pm","1d55cfae27355963f91f998f1094f6bf"
"5474","C:\Users\louie\Documents\Project\Capstone\Images\00000996.jpg","00000996.jpg","11.34 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5475","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\tests\io\json\test_readlines.py","test_readlines.py","18.38 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"5475","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\tests\io\json\test_readlines.py","test_readlines.py","18.38 KB","16/4/2025 5:38:58 pm","1d55cfae27355963f91f998f1094f6bf"
"5476","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002875.jpg","00002875.jpg","20.79 KB","15/10/2024 10:25:21 pm","1d55cfae27355963f91f998f1094f6bf"
"5476","C:\Users\louie\Documents\Project\Capstone\Images\00002875.jpg","00002875.jpg","20.79 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5477","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\core\frame.py","frame.py","436.62 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"5477","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\core\frame.py","frame.py","436.62 KB","16/4/2025 5:38:57 pm","1d55cfae27355963f91f998f1094f6bf"
"5478","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003121.jpg","00003121.jpg","21.04 KB","15/10/2024 10:25:26 pm","1d55cfae27355963f91f998f1094f6bf"
"5478","C:\Users\louie\Documents\Project\Capstone\Images\00003121.jpg","00003121.jpg","21.04 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5479","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\numpy\random\tests\data\sfc64-testset-1.csv","sfc64-testset-1.csv","24.26 KB","21/7/2024 3:49:58 pm","1d55cfae27355963f91f998f1094f6bf"
"5479","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\numpy\random\tests\data\sfc64-testset-1.csv","sfc64-testset-1.csv","24.26 KB","16/4/2025 5:38:50 pm","1d55cfae27355963f91f998f1094f6bf"
"5480","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00005343.jpg","00005343.jpg","19.04 KB","15/10/2024 10:25:59 pm","1d55cfae27355963f91f998f1094f6bf"
"5480","C:\Users\louie\Documents\Project\Capstone\Images\00005343.jpg","00005343.jpg","19.04 KB","18/10/2024 8:33:45 am","1d55cfae27355963f91f998f1094f6bf"
"5481","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001768.jpg","00001768.jpg","20.04 KB","15/10/2024 10:25:05 pm","1d55cfae27355963f91f998f1094f6bf"
"5481","C:\Users\louie\Documents\Project\Capstone\Images\00001768.jpg","00001768.jpg","20.04 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5482","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000862.jpg","00000862.jpg","18.02 KB","15/10/2024 10:24:52 pm","1d55cfae27355963f91f998f1094f6bf"
"5482","C:\Users\louie\Documents\Project\Capstone\Images\00000862.jpg","00000862.jpg","18.02 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5483","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000250.jpg","00000250.jpg","32.23 KB","15/10/2024 10:24:43 pm","1d55cfae27355963f91f998f1094f6bf"
"5483","C:\Users\louie\Documents\Project\Capstone\Images\00000250.jpg","00000250.jpg","32.23 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5484","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00000379.jpg","00000379.jpg","41.10 KB","15/10/2024 10:24:45 pm","1d55cfae27355963f91f998f1094f6bf"
"5484","C:\Users\louie\Documents\Project\Capstone\Images\00000379.jpg","00000379.jpg","41.10 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5485","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003460.jpg","00003460.jpg","31.72 KB","15/10/2024 10:25:31 pm","1d55cfae27355963f91f998f1094f6bf"
"5485","C:\Users\louie\Documents\Project\Capstone\Images\00003460.jpg","00003460.jpg","31.72 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5486","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001742.jpg","00001742.jpg","24.86 KB","15/10/2024 10:25:05 pm","1d55cfae27355963f91f998f1094f6bf"
"5486","C:\Users\louie\Documents\Project\Capstone\Images\00001742.jpg","00001742.jpg","24.86 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5487","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00001427.jpg","00001427.jpg","29.77 KB","15/10/2024 10:25:00 pm","1d55cfae27355963f91f998f1094f6bf"
"5487","C:\Users\louie\Documents\Project\Capstone\Images\00001427.jpg","00001427.jpg","29.77 KB","18/10/2024 8:33:42 am","1d55cfae27355963f91f998f1094f6bf"
"5488","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\.venv\Lib\site-packages\pandas\tests\scalar\test_nat.py","test_nat.py","19.50 KB","21/7/2024 3:50:02 pm","1d55cfae27355963f91f998f1094f6bf"
"5488","C:\Users\louie\Documents\GitProject\PCSO Predictions\.venv\Lib\site-packages\pandas\tests\scalar\test_nat.py","test_nat.py","19.50 KB","16/4/2025 5:38:58 pm","1d55cfae27355963f91f998f1094f6bf"
"5489","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003652.jpg","00003652.jpg","32.11 KB","15/10/2024 10:25:33 pm","1d55cfae27355963f91f998f1094f6bf"
"5489","C:\Users\louie\Documents\Project\Capstone\Images\00003652.jpg","00003652.jpg","32.11 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5490","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00004724.jpg","00004724.jpg","24.12 KB","15/10/2024 10:25:49 pm","1d55cfae27355963f91f998f1094f6bf"
"5490","C:\Users\louie\Documents\Project\Capstone\Images\00004724.jpg","00004724.jpg","24.12 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5491","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003461.jpg","00003461.jpg","21.17 KB","15/10/2024 10:25:31 pm","1d55cfae27355963f91f998f1094f6bf"
"5491","C:\Users\louie\Documents\Project\Capstone\Images\00003461.jpg","00003461.jpg","21.17 KB","18/10/2024 8:33:44 am","1d55cfae27355963f91f998f1094f6bf"
"5492","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00002393.jpg","00002393.jpg","29.90 KB","15/10/2024 10:25:15 pm","1d55cfae27355963f91f998f1094f6bf"
"5492","C:\Users\louie\Documents\Project\Capstone\Images\00002393.jpg","00002393.jpg","29.90 KB","18/10/2024 8:33:43 am","1d55cfae27355963f91f998f1094f6bf"
"5493","C:\Users\louie\Documents\Caltech Post Graduate Program in AI and Machine Learning\Capstone\CapProject\Part1\Images\00003845.jpg","00003845.jpg","28.29 KB","15/10/2024 10:25:37 pm","1d55cfae27355963f91f998f1094f6bf"
